The shipment has been created.,Przesyłka została utworzona.
Cannot save shipment.,Nie można zapisać przesyłki.
The order no longer exists.,Zamówienie już nie istnieje.
Cannot do shipment for the order separately from invoice.,Nie można dokonać wysyłki do zamówienia oddzielnie od faktury.
Cannot do shipment for the order.,Nie można dokonać wysyłki dla zamówienia.
There are no shipping labels related to selected shipments.,Brak etykiet wysyłkowych związanych z wybranymi przesyłkami.
Page not found.,Strona nie znaleziona.
Tracking Information,Informacje o śledzeniu
"Sorry, but we can't deliver to the destination country with this shipping module.","Przepraszamy, ale nie możemy dostarczyć do kraju docelowego za pomocą tego modułu wysyłki."
The shipping module is not available.,Moduł wysyłki nie jest dostępny.
This shipping method is not available. Please specify the zip code.,Ta metoda wysyłki nie jest dostępna. Proszę podać kod pocztowy.
No packages for request,Brak pakietów dla zapytania
Security validation of XML document has been failed.,Weryfikacja zabezpieczeń dokumentu XML nie powiodła się.
All Allowed Countries,Wszystkie dozwolone kraje
Specific Countries,Określone kraje
Development,Rozwój
Live,Relacja na żywo
Divide to equal weight (one request),Podziel na równą wagę (jedno żądanie)
Use origin weight (few requests),Użyj masy początkowej (kilka żądań)
Packages,Pakiety
Package,Pakiet
Type,Rodzaj
Length,Długość
Signature Confirmation,Potwierdzenie podpisu
Customs Value,Wartość celna
Width,Szerokość
Contents,Zawartość
Total Weight,Waga całkowita
Height,Wysokość
Size,Rozmiar
Girth,Obwód
Items in the Package,Przedmioty w paczce
Product,Produkt
Weight,Waga
Qty Ordered,Qty Zamówione
Qty,Ilość
"No detail for number ""%1""","Brak szczegółów dla numeru ""% 1"""
Shipping labels is not available.,Etykiety wysyłkowe nie są dostępne.
Response info is not exist.,Informacje o odpowiedzi nie istnieją.
Invalid carrier: %1,Nieprawidłowy operator:% 1
We don't have enough information to create shipping labels. Please make sure your store information and settings are complete.,"Nie mamy wystarczających informacji, aby utworzyć etykiety wysyłki. Upewnij się, że informacje o sklepie i ustawienia są kompletne."
Per Order,Na zamówienie
Per Package,Na pakiet
Fixed,Naprawiony
Percent,Procent
Tracking information is unavailable.,Informacje o śledzeniu są niedostępne.
message,wiadomość
Email has not been sent,Email nie został wysłany
Payment &amp; Shipping Method,Płatność i płatność Sposób wysyłki
Payment Information,Informacje o płatności
The order was placed using %1.,Zamówienie zostało złożone za pomocą% 1.
Shipping Information,informacje wysyłkowe
Total Shipping Charges,Całkowite koszty wysyłki
Incl. Tax,Incl. Podatek
Items to Ship,Przedmioty do wysłania
Qty to Ship,Ilość do wysłania
Ship,Statek
Shipment Total,Całkowita przesyłka
Shipment Comments,Komentarze przesyłki
Comment Text,Tekst komentarza
Shipment Options,Opcje wysyłki
Create Shipping Label,Utwórz etykietę wysyłkową
Append Comments,Dołącz komentarze
Email Copy of Shipment,E-mail Kopia przesyłki
Invalid value(s) for Qty to Ship,Nieprawidłowe wartości dla wysyłki do wysłania
Select All,Zaznacz wszystko
Product Name,Nazwa produktu
Delete,Kasować
Create Packages,Twórz pakiety
Cancel,Anuluj
Save,Zapisać
Add Package,Dodaj pakiet
Add Selected Product(s) to Package,Dodaj wybrane produkty do pakietu
Add Products to Package,Dodaj produkty do pakietu
USPS domestic shipments don't use package types.,Przesyłki krajowe USPS nie używają typów paczek.
in,w
cm,cm
lb,funt
kg,kg
Delete Package,Usuń pakiet
Explanation,Wyjaśnienie
Carrier,Nośnik
Title,Tytuł
Number,Numer
Action,Akcja
Are you sure?,Jesteś pewny?
Shipping &amp; Handling Information,Wysyłka i amp; Obsługa informacji
Track Order,Śledź zamówienie
No shipping information available,Brak dostępnych informacji o wysyłce
Shipping and Tracking Information,Informacje o wysyłce i śledzeniu
Track this shipment,Śledź tę przesyłkę
Items Shipped,Przedmioty wysłane
Order Total,Suma zamówienia
Shipment History,Historia przesyłek
Qty Shipped,Ilość wysłana
Print All Shipments,Wydrukuj wszystkie przesyłki
Shipment #,Wysyłka #
Print Shipment,Drukuj przesyłkę
Tracking Number(s):,Numer (y) monitorowania:
SKU,SKU
Order tracking,Śledzenie zamówienia
Tracking Number:,Numer przesyłki:
Carrier:,Nośnik:
Error:,Błąd:
Tracking information is currently not available. Please ,Informacje o śledzeniu są obecnie niedostępne. Proszę
contact us,Skontaktuj się z nami
 for more information or , aby uzyskać więcej informacji lub
email us at ,napisz do nas na adres
Info:,Informacje:
Track:,Tor:
. ':',". "":"""
Delivered on:,Dostarczone w:
N/A,Nie dotyczy
There is no tracking available for this shipment.,Brak śledzenia dla tej przesyłki.
There is no tracking available.,Brak dostępnego śledzenia.
Close Window,Zamknij okno
Track history,Historia utworów
Location,Lokalizacja
Date,Data
Local Time,Czas lokalny
Description,Opis
See our Shipping Policy,Zobacz naszą politykę wysyłkową
Shipping Settings Section,Sekcja Ustawienia wysyłki
Shipping Policy Parameters Section,Parametry profilu wysyłki
Shipping Methods Section,Zasady wysyłki
Shipping Settings,Ustawienia wysyłki
Origin,Pochodzenie
Country,Kraj
Region/State,Region / państwo
ZIP/Postal Code,Kod pocztowy / pocztowy
City,Miasto
Street Address,Adres ulicy
Street Address Line 2,Adres - linia 2
Shipping Policy Parameters,Parametry polityki wysyłki
Apply custom Shipping Policy,Zastosuj niestandardową zasadę wysyłki
Shipping Policy,Zasady wysyłki
Shipping Methods,Metody wysyłki
Track your order,Śledź swoje zamówienie
Track All Shipments,Śledź wszystkie przesyłki
