Configurable Product Image,Konfigurowalny obraz produktu
Select...,Wybierz...
ID,ID
Thumbnail,Miniaturka
Attribute Code,Kod atrybutu
Attribute Label,Etykieta atrybutu
Required,wymagany
System,System
Visible,Widoczny
Scope,Zakres
Searchable,Można przeszukiwać
Comparable,Porównywalny
