N/A. The merchant has not implemented CVV2 code handling,Nie dotyczy. Sprzedawca nie wdrożył obsługi kodów CVV2
N/A. Merchant has indicated that CVV2 is not present on card,"Nie dotyczy. Sprzedawca wskazał, że na karcie nie ma CVV2"
CNPJ,CNPJ
CPF,CPF
Note: %1,Notatka 1
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN "" %1"". Typ sprawy "" %2"". Identyfikator sprawy "" %3"" %4"
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN "" %1"". Spór został rozwiązany i zamknięty.  %2 Kwota transakcji %3."
You notified customer about invoice #%1.,Powiadomiłeś klienta o fakturze nr %1.
We cannot cancel this order.,Nie możemy anulować tego zamówienia.
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN "" %1"".  %2 Kwota transakcji %3. Identyfikator transakcji: "" %4"""
You notified customer about creditmemo #%1.,Powiadomiłeś klienta o creditmemo # %1.
"IPN ""%1""","IPN "" %1"""
Payflow PNREF: #%1.,Payflow PNREF: # %1.
Unable to fetch transaction details.,Nie można pobrać szczegółów transakcji.
Invalid method %1::%2,Niepoprawna metoda %1 :: %2
Transaction has been declined,transakcja została odrzucona
Error processing payment. Please try again later.,Błąd podczas przetwarzania płatności. Spróbuj ponownie później.
We cannot send the new order email.,Nie możemy wysłać nowego adresu e-mail dotyczącego zamówienia.
Payment error. %value was not found.,Błąd płatności. % value nie została znaleziona.
You cannot void a verification transaction.,Nie można anulować transakcji weryfikacyjnej.
You need an authorization transaction to void.,"Aby anulować transakcję autoryzacji, potrzebujesz transakcji autoryzacji."
We can't issue a refund transaction because there is no capture transaction.,"Nie możemy wykonać transakcji zwrotu, ponieważ nie ma transakcji przechwytywania."
We cannot create a target file for reading reports.,Nie możemy utworzyć pliku docelowego do odczytu raportów.
Report Date,Data raportu
Merchant Account,Konto sprzedawcy
Transaction ID,Identyfikator transakcji
Invoice ID,Identyfikator faktury
PayPal Reference ID,Identyfikator referencyjny PayPal
PayPal Reference ID Type,Identyfikator referencyjny PayPal
Event Code,Kod zdarzenia
Event,Zdarzenie
Start Date,Data rozpoczęcia
Finish Date,Data zakończenia
Debit or Credit,Debet lub kredyt
Gross Amount,Kwota brutto
Fee Debit or Credit,Polecenie zapłaty lub kredyt
Fee Amount,Kwota opłaty
Custom,Zwyczaj
Order ID,ID zamówienia
Preapproved Payment ID,Preapproved Payment ID
Subscription ID,ID subskrypcji
Credit,Kredyt
Debit,Obciążyć
ACH Deposit (Hold for Dispute or Other Investigation),Depozyt ACH (wstrzymanie sporu lub inne dochodzenie)
ACH Deposit (Reversal),Depozyt ACH (odwrócenie)
ACH Funding for Funds Recovery from Account Balance,Finansowanie ACH dla odzyskania środków z salda konta
ACH Withdrawal,Wycofanie ACH
"Account-to-Account Payment, initiated by PayPal",Płatność z konta na konto zainicjowana przez PayPal
Auction Payment other than through eBay,Opłata aukcyjna inna niż za pośrednictwem serwisu eBay
AutoSweep,AutoSweep
Available Balance,Dostępne saldo
Balance Manager Account Bonus,Premia konta w Balance Manager
Bonus for first ACH Use,Premia za pierwsze użycie ACH
Buyer Credit Payment,Płatność kredytu kupującego
Charge-off,Odłóż opłatę
Coupon Redemption,Odkupienie kuponu
Currency Conversion required to cover negative balance,Konwersja walut wymagana do pokrycia ujemnego salda
Debit Card Cash Back,Karta debetowa Cash Back
Debit Card Transaction,Transakcja kartą debetową
Direct Payment API,Direct Payment API
EFT Funding (German banking),Finansowanie EFT (bankowość niemiecka)
Express Checkout APIs,API Express Checkout
Fee Reversal,Odwrócenie opłaty
Fee: Foreign ACH Withdrawal,Opłata: zagraniczne wypłaty ACH
Fee: Mass Pay Request,Opłata: żądanie zapłaty za masę
Fee: Web Site Payments Pro Account Monthly,Opłata: miesięczne konto usługi Web Site Payments Pro
Fee: WorldLink Rachunek Withdrawal,Opłata: czek zwrotny WorldLink
Funding,Finansowanie
General (Authorization),Ogólne (autoryzacja)
General (Dividend),Ogólne (dywidenda)
General (Funds Transfer from PayPal Account to Another),Ogólne (transfer środków z konta PayPal do innego)
General (Purchase with a credit card),Ogólne (zakup za pomocą karty kredytowej)
General Adjustment without businessrelated event,Ogólne dostosowanie bez związanego ze sobą zdarzenia
General Currency Conversion,Ogólna konwersja waluty
General Funding of PayPal Account ,Ogólne finansowanie konta PayPal
General Redemption,Ogólne Odkupienie
General Withdrawal from PayPal Account,Ogólne Wycofanie z konta PayPal
General. Product no longer supported,Generał. Produkt nie jest już obsługiwany
General: Use of PayPal account for purchasing as well as receiving payments,Ogólne: korzystanie z konta PayPal do dokonywania zakupów i odbierania płatności
General: Withdrawal from PayPal Account,Ogólne: Wycofanie z konta PayPal
General: Withdrawal to Non-Bank Entity,Ogólne: Wycofanie się do podmiotu niebędącego bankiem
General: adjustment of a type not belonging to the other T12xx categories,Ogólne: regulacja typu nienależącego do innych kategorii T12xx
General: bonus of a type not belonging to the other T08xx categories,Ogólne: bonus typu nienależącego do innych kategorii T08xx
General: event not yet categorized,Ogólne: wydarzenie jeszcze nie skategoryzowane
General: non-payment fee of a type not belonging to the other T01xx categories,Ogólne: opłata niepłacona typu nienależącego do innych kategorii T01xx
General: received payment of a type not belonging to the other T00xx categories,Ogólne: otrzymana płatność typu nienależącego do innych kategorii T00xx
General: reversal of a type not belonging to the other T11xx categories,Ogólne: odwrócenie typu nienależącego do innych kategorii T11xx
General: temporary hold of a type not belonging to the other T15xx categories,Ogólne: tymczasowe wstrzymanie typu nienależącego do innych kategorii T15xx
Gift Certificate Payment: purchase of Gift Certificate,Bon uprawniający do otrzymania bonu prezentowego: zakup bonu upominkowego
Gift Certificate Redemption,Odkupienie bonu upominkowego
Hidden Virtual PayPal Debit Card Transaction,Transakcja ukrytej wirtualnej karty debetowej PayPal
Hold for Dispute Investigation,Trzymaj do badania sporów
Incentive,Zachęta
Mass Pay Payment,Płatność zbiorcza
Merchant Referral Bonus,Premia za polecenie sprzedawcy
Mobile Payment (made via a mobile phone),Płatność mobilna (za pośrednictwem telefonu komórkowego)
Negative Balance,Saldo ujemne
Open Authorization,Otwórz autoryzację
PayPal Balance Manager function of PayPal account,Funkcja PayPal Balance Manager konta PayPal
PayPal Buyer Warranty Bonus,Bonus gwarancyjny dla kupujących w systemie PayPal
PayPal Debit Card Cash Advance,Karta debetowa PayPal Zaliczka gotówkowa
PayPal Debit Card Withdrawal from ATM,Karta debetowa PayPal Wypłata z bankomatu
PayPal Protection Bonus,Premia za ochronę konta PayPal
Payment Refund initiated by merchant,Zwrot środków zainicjowany przez sprzedawcę
Points Incentive Redemption,Punkty Odkupienie motywacyjne
Postage Payment to either USPS or UPS,Opłata pocztowa do USPS lub UPS
"Preapproved Payment (BillUser API, either sent or received","Preapproved Payment (BillUser API, wysłana lub odebrana"
Reauthorization,Ponowne autoryzowanie
Reimbursement of Chargeback,Zwrot opłaty za zwrot
Reversal,Odwrócenie
Reversal of General Account Hold,Odwrócenie ogólnego stanu posiadania konta
Reversal of Points Usage,Odwrócenie użycia punktów
Reversal of hold for Dispute Investigation,Odwrócenie wstrzymania dla dochodzenia w sporze
Reward Voucher Redemption,Odkupienie Vouchera nagród
Settlement Consolidation,Konsolidacja rozliczeń
"Subscription Payment, either payment sent or payment received","Płatność subskrypcyjna, płatność wysłana lub otrzymana płatność"
User-initiated Currency Conversion,Konwersja walut zainicjowana przez użytkownika
Virtual PayPal Debit Card Transaction,Wirtualna transakcja kartą debetową PayPal
Virtual Terminal Payment,Wirtualna płatność terminalowa
Void,Unieważnić
WorldLink Withdrawal,Wycofanie WorldLink
eBay Auction Payment,Płatność aukcyjna w serwisie eBay
The PayPal certificate file is empty.,Plik certyfikatu PayPal jest pusty.
Header (center),Nagłówek (środek)
Sidebar (right),Pasek boczny (po prawej)
Near PayPal Credit checkout button,W pobliżu przycisku PayPal Credit Checkout
--Please Select--,--Proszę wybrać--
Daily,Codziennie
Every 3 days,Co 3 dni
Every 7 days,Co 7 dni
Every 10 days,Co 10 dni
Every 14 days,Co 14 dni
Every 30 days,Co 30 dni
Every 40 days,Co 40 dni
No Logo,Brak logo
Yes (PayPal recommends this option),Tak (PayPal zaleca tę opcję)
Created billing agreement #%1.,Utworzono umowę rozliczeniową # %1.
We can't create a billing agreement for this order.,Nie możemy utworzyć umowy rozliczeniowej dla tego zamówienia.
Pending PayPal,Oczekuje na PayPal
PayPal Reversed,PayPal odwrócił się
PayPal Canceled Reversal,PayPal anulowane anulowanie
Error,Błąd
Billing Agreement,Umowa dotycząca rozliczeń
Please Select,Proszę wybrać
Customer,Klient
Created At,Utworzono w
Updated At,Zaktualizowano na
ending,kończący się
expires,wygasa
Not sure what PayPal payment method to use? Click ,"Nie wiesz, jakiej metody płatności PayPal użyć? Kliknij"
here,tutaj
 to learn more., uczyć się więcej.
Important: ,Ważny:
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","Aby korzystać z systemu PayPal Payments Advanced, należy skonfigurować konto PayPal Payments Advanced w serwisie PayPal."
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Po zalogowaniu się na swoje konto PayPal Zaawansowane, przejdź do Ustawień usługi - Hostowane strony transakcji - menu Ustawienia i ustaw opcje opisane poniżej"
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","Aby skorzystać z linku Pay Pay Pay, musisz skonfigurować konto PayP Pay w serwisie PayPal."
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below",Po zalogowaniu się do konta PayPal Payflow Link przejdź do Ustawień usługi - Hosted Pages Pages - menu Ustawienia i ustaw opcje opisane poniżej
Credit Card Type,Typ karty kredytowej
Credit Card Number,numer karty kredytowej
Expiration Date,Termin ważności
Card Verification Number,Numer weryfikacji karty
Billing Agreement # ,Numer umowy fakturowania
Agreement Information,Informacje o umowie
Reference ID:,Numer referencyjny:
Status:,Status:
Created:,Stworzony:
Updated:,Zaktualizowano:
Payment Method:,Metoda płatności:
Order #,Zamówienie #
Date,Data
Ship To,Dostawa do
Order Status,Status zamówienia
View Order,Wyświetl zamówienie
Back to Billing Agreements,Powrót do umów rozliczeniowych
Payment Method,Metoda płatności
View,Widok
There are no billing agreements yet.,Nie ma jeszcze umów rozliczeniowych.
New Billing Agreement,Nowa umowa rozliczeniowa
You will be redirected to the payment system website.,Zostaniesz przekierowany do strony internetowej systemu płatności.
-- Please Select --,-- Proszę wybrać --
Create...,Stwórz...
Your credit card will be charged for,Twoja karta kredytowa zostanie obciążona
Your billing agreement # is: ,Twoja umowa dotycząca rozliczeń to:
Shipping Method,Sposób wysyłki
Please select a shipping method...,Proszę wybrać sposób dostawy...
Update Shipping Method,Zaktualizuj metodę wysyłki
"Sorry, no quotes are available for this order right now.","Niestety, obecnie nie ma dostępnych ofert dla tego zamówienia."
Shipping Address,adres wysyłki
Edit,Edytować
Buy now with PayPal,Kup teraz z PayPal
Edit Payment Information,Edytuj informacje o płatności
Items in Your Shopping Cart,Przedmioty w twoim koszyku
Edit Shopping Cart,Edytuj koszyk
Place Order,Złóż zamówienie
Submitting order information...,Przesyłam informacje o zamówieniu ...
Item,Pozycja
Price,Cena
Qty,Ilość
Subtotal,Suma częściowa
Please update order data to get shipping methods and rates,"Zaktualizuj dane zamówienia, aby uzyskać metody wysyłki i stawki"
or,lub
Checkout with PayPal,Zamówienie w systemie PayPal
Please do not refresh the page until you complete payment.,"Nie odświeżaj strony, dopóki nie zakończysz płatności."
You will be required to enter your payment details after you place an order.,Po złożeniu zamówienia konieczne będzie podanie szczegółów płatności.
Continue,Kontyntynuj
Additional Options,Dodatkowe opcje
-- Please Select Billing Agreement--,- Wybierz umowę dotyczącą płatności--
Acceptance Mark,Znak akceptacji
What is PayPal?,Czym jest PayPal?
Sign a billing agreement to streamline further purchases  with PayPal.,Podpisanie umowy dotyczącej rozliczeń w celu usprawnienia dalszych zakupów w systemie PayPal.
Sign a billing agreement to streamline further purchases with PayPal.,Podpisanie umowy dotyczącej rozliczeń w celu usprawnienia dalszych zakupów w systemie PayPal.
Continue to PayPal,Przejdź do PayPal
Save credit card information for future use.,Zapisz informacje o karcie kredytowej do wykorzystania w przyszłości.
"Sorry, something went wrong.","Przepraszam, coś poszło nie tak."
"Sorry, something went wrong. Please try again later.","Przepraszam, coś poszło nie tak. Spróbuj ponownie później."
PayPal Section,Sekcja PayPal
PayPal Settlement,Rozliczenie PayPal
Fetch,Sprowadzać
Actions,działania
Manage,Zarządzanie
Place Order Using Billing Agreements,Złóż zamówienie za pomocą umów rozliczeniowych
Merchant Location,Lokalizacja sprzedawcy
Merchant Country,Kraj kupca
"If not specified, Default Country from General Config will be used","Jeśli nie zostanie określony, zostanie użyty Domyślny kraj z General Config"
Recommended Solutions:,Zalecane rozwiązania:
Other PayPal Payment Solutions:,Inne rozwiązania w zakresie płatności PayPal:
Other Payment Methods:,Inne metody płatności:
PayPal Express Checkout,PayPal Express Checkout
